회차,구분,문항,배점,가중치,질문 대상,디테일(역사적 사태),정답여부,실제 대상
76회,심화,12,3,4.5,최우,인사 행정 담당 기구로 정방을 설치하였다.,O,최우
76회,심화,12,3,4.5,최우,전민변정도감의 책임자로서 개혁을 이끌었다.,X,고려 공민왕
76회,심화,12,3,4.5,최우,오월에 사신을 보내고 검교태보의 직을 받았다.,X,후백제 견훤
76회,심화,13,2,3,고려,초량 왜관을 통해 일본과 무역하였다.,X,조선 후기 경제
76회,심화,13,2,3,고려,덕대가 광산을 전문적으로 경영하였다.,X,조선 후기 경제
76회,심화,13,2,3,고려,당항성 영암이 국제 무역항으로 번성하였다.,X,통일신라
76회,심화,13,2,3,고려,거란도 영주도를 통해 주변국과 교역하였다.,X,발해
76회,심화,13,2,3,고려,주전도감을 설치하여 해동통보를 발행하였다.,O,고려
76회,심화,15,3,4.5,개경 지역 역사,몽골의 사신 저고여가 피살된 곳을 조사한다.,X,몽골 침입
76회,심화,15,3,4.5,개경 지역 역사,서희가 외교 담판을 통해 획득한 곳을 찾아본다.,X,서희
76회,심화,15,3,4.5,개경 지역 역사,강감찬이 건의하여 건설된 성곽이 있는 곳을 검색한다.,O,거란 2차 침입
76회,심화,15,3,4.5,개경 지역 역사,김보당이 무신 정권에 저항하여 봉기한 곳을 파악한다.,X,고려 후기
76회,심화,15,3,4.5,개경 지역 역사,최무선이 화포를 이용하여 왜구를 물리친 곳을 알아본다.,X,화통도감
76회,심화,16,2,3,몽골 침입,강화도로 도읍을 옮겨 항전하였다.,O,몽골 침입
76회,심화,16,2,3,몽골 침입,광군을 조직하여 침입에 대비하였다.,X,거란 1차 침입
76회,심화,16,2,3,몽골 침입,삼수병으로 구성된 훈련도감을 신설하였다.,X,임진왜란
76회,심화,16,2,3,몽골 침입,별무반을 편성하고 동북 9성을 축조하였다.,X,여진 대응
76회,심화,16,2,3,몽골 침입,철령위 설치에 반발하여 요동 정벌을 추진하였다.,X,고려 우왕
76회,심화,18,1,1.5,고려 충렬왕,쌍기의 건의로 과거제가 도입되었다.,X,고려 광종
76회,심화,18,1,1.5,고려 충렬왕,빈민 구제를 위해 흑창이 설립되었다.,X,고려 태조
76회,심화,18,1,1.5,고려 충렬왕,매를 기르고 훈련시키는 응방이 설치되었다.,O,고려 충렬왕
76회,심화,18,1,1.5,고려 충렬왕,의천이 국청사를 중심으로 천태종을 개창하였다.,X,고려 의천
76회,심화,18,1,1.5,고려 충렬왕,망이·망소이가 가혹한 수탈에 저항하여 봉기하였다.,X,망이·망소이의 난
76회,심화,19,3,4.5,조선 세종,훈련 교범인 무예도보통지가 간행되었다.,X,조선 정조
76회,심화,19,3,4.5,조선 세종,전통 한의학을 정리한 동의보감이 저술되었다.,X,광해군
76회,심화,19,3,4.5,조선 세종,음악 이론 등을 집대성한 악학궤범이 완성되었다.,X,조선 성종
76회,심화,19,3,4.5,조선 세종,유교 윤리의 보급을 위해 삼강행실도가 편찬되었다.,O,조선 세종
76회,심화,19,3,4.5,조선 세종,군정 재정의 내용을 정리한 만기요람이 만들어졌다.,X,조선 순조
76회,심화,20,2,3,연산군,유자광의 고변으로 남이가 처형되었다.,X,조선 성종
76회,심화,20,2,3,연산군,기사환국으로 송시열이 죽임을 당하였다.,X,조선 숙종
76회,심화,20,2,3,연산군,외척 간의 권력 다툼으로 윤임이 제거되었다.,X,조선 명종
76회,심화,20,2,3,연산군,위훈 삭제를 주장한 조광조 일파가 축출되었다.,X,기묘사화
76회,심화,20,2,3,연산군,조의제문이 발단이 되어 김일손 등이 피해를 입었다.,O,무오사화
76회,심화,21,2,3,임진왜란,정문부가 북관대첩을 이끌었다.,O,임진왜란
76회,심화,21,2,3,임진왜란,정봉수가 용골산성에서 항쟁하였다.,X,정묘호란
76회,심화,21,2,3,임진왜란,최윤덕이 이만주 부대를 정벌하였다.,X,4군 6진
76회,심화,21,2,3,임진왜란,강홍립이 사르후 전투에 참전하였다.,X,광해군
76회,심화,21,2,3,임진왜란,김준룡이 광교산 전투에서 항전하였다.,X,병자호란
76회,심화,22,2,3,홍문관,수도의 행정과 치안을 담당하였다.,X,한성부
76회,심화,22,2,3,홍문관,사헌부 사간원과 함께 3사로 불렸다.,O,홍문관
76회,심화,22,2,3,홍문관,대사성 좨주 직강 등의 관직이 있었다.,X,성균관
76회,심화,22,2,3,홍문관,왕명 출납을 맡은 왕의 비서 기관이었다.,X,승정원
76회,심화,22,2,3,홍문관,사초와 시정기를 바탕으로 실록을 편찬하였다.,X,춘추관
76회,심화,23,1,1.5,대동법,전시과에서 전지 지급 기준의 변화를 찾아본다.,X,전시과
76회,심화,23,1,1.5,대동법,일부 상류층에게 선무군관포를 거둔 목적을 알아본다.,X,균역법
76회,심화,23,1,1.5,대동법,과전 지급 대상을 현직 관리로 제한한 까닭을 검색한다.,X,과전법
76회,심화,23,1,1.5,대동법,풍흉에 관계없이 전세 부담액을 고정한 이유를 분석한다.,X,영정법
76회,심화,23,1,1.5,대동법,관청에 물품을 조달하는 공인이 등장한 배경을 조사한다.,O,대동법
76회,심화,24,2,3,이익,의산문답에서 무한 우주론을 주장하였다.,X,홍대용
76회,심화,24,2,3,이익,북학의에서 절약보다 적절한 소비를 권장하였다.,X,박제가
76회,심화,24,2,3,이익,열하일기에서 수레와 선박의 필요성을 서술하였다.,X,박지원
76회,심화,24,2,3,이익,성호사설에서 나라를 망치는 여섯 가지 좀을 제시하였다.,O,이익
76회,심화,24,2,3,이익,우서에서 사농공상의 직업적 평등과 전문화를 강조하였다.,X,유수원
76회,심화,25,2,3,조선 영조,나선 정벌에 조총 부대를 파견하였다.,X,조선 효종
76회,심화,25,2,3,조선 영조,통치 규범을 재정비한 속대전을 편찬하였다.,O,조선 영조
76회,심화,25,2,3,조선 영조,청과 국경을 정한 백두산정계비를 건립하였다.,X,조선 숙종
76회,심화,25,2,3,조선 영조,문신을 재교육하기 위한 초계문신제를 시행하였다.,X,조선 정조
76회,심화,25,2,3,조선 영조,한성 방어를 위하여 총융청과 수어청을 창설하였다.,X,조선 인조
76회,심화,26,2,3,신유박해,상평통보로 물건을 거래하는 객주,X,조선 후기 경제
76회,심화,26,2,3,신유박해,인삼 무역으로 크게 수익을 본 송상,X,조선 후기 경제
76회,심화,26,2,3,신유박해,주자소에서 계미자를 주조하는 장인,O,조선 태종
76회,심화,26,2,3,신유박해,고추 담배 등의 상품 작물을 재배하는 농민,X,조선 후기 사회
76회,심화,26,2,3,신유박해,저잣거리에서 한글 소설을 읽어주는 전기수,X,조선 후기 사회
76회,심화,29,2,3,흥선대원군,청일 전쟁이 발발하였다.,X,청일전쟁 발발
76회,심화,29,2,3,흥선대원군,삼정이정청이 설치되었다.,X,임술농민봉기
76회,심화,29,2,3,흥선대원군,영국이 거문도를 불법으로 점령하였다.,X,거문도 사건
76회,심화,29,2,3,흥선대원군,김기수가 수신사로 일본에 파견되었다.,X,강화도 조약
76회,심화,29,2,3,흥선대원군,한성근 부대가 문수산성에서 항전하였다.,O,병인양요
76회,심화,30,2,3,조청상민수륙무역장정,임오군란을 계기로 체결되었다.,O,조청상민수륙무역장정
76회,심화,30,2,3,조청상민수륙무역장정,거중 조정의 조항을 포함하였다.,X,조미수호통상조약
76회,심화,30,2,3,조청상민수륙무역장정,방곡령을 선포할 수 있는 조건을 명시하였다.,X,강화도 조약
76회,심화,30,2,3,조청상민수륙무역장정,부산항과 원산항이 개항되는 결과를 가져왔다.,X,강화도 조약
76회,심화,30,2,3,조청상민수륙무역장정,외국인을 재정 고문으로 두도록 하는 조항을 담고 있다.,X,화폐 정리 사업
76회,심화,31,1,1.5,동학 농민 운동,일본의 황무지 개간권 요구를 저지하였다.,X,보안회
76회,심화,31,1,1.5,동학 농민 운동,조선 총독부의 방해와 탄압으로 중단되었다.,X,민립 대학 설립 운동
76회,심화,31,1,1.5,동학 농민 운동,집강소를 중심으로 폐정 개혁안을 실천하였다.,O,동학 농민 운동
76회,심화,31,1,1.5,동학 농민 운동,이른바 남한 대토벌 작전으로 큰 피해를 입었다.,X,정미의병
76회,심화,31,1,1.5,동학 농민 운동,상황 수습을 위해 박규수가 안핵사로 파견되었다.,X,임술농민봉기
76회,심화,32,2,3,독립협회,고종 강제 퇴위 반대 운동을 주도하였다.,X,대한자강회
76회,심화,32,2,3,독립협회,만세보를 발행하여 민족의식을 고취하였다.,X,만세보
76회,심화,32,2,3,독립협회,파리 강화 회의에 독립 청원서를 제출하였다.,X,대한민국 임시정부
76회,심화,32,2,3,독립협회,관민 공동회를 개최하여 헌의 6조를 결의하였다.,O,독립협회
76회,심화,32,2,3,독립협회,계몽 서적을 보급하기 위해 태극 서관을 운영하였다.,X,신민회
76회,심화,33,2,3,광무개혁,개혁을 추진하기 위해 군국기무처를 두었다.,X,갑오개혁
76회,심화,33,2,3,광무개혁,행정 기구를 6조에서 8아문으로 개편하였다.,X,갑오개혁
76회,심화,33,2,3,광무개혁,근대식 무기 제조 공장인 기기창을 설립하였다.,X,기기창
76회,심화,33,2,3,광무개혁,토지 소유권을 확인해 주는 지계를 발급하였다.,O,광무개혁
76회,심화,33,2,3,광무개혁,개혁의 방향을 제시한 홍범 14조를 반포하였다.,X,갑오개혁
76회,심화,35,2,3,헤이그 특사,김홍집 조선책략을 가져오다,X,조선책략
76회,심화,35,2,3,헤이그 특사,김옥균 개화당 정부를 수립하다,X,갑신정변
76회,심화,35,2,3,헤이그 특사,김윤식 영선사로 청에 다녀오다,X,통리기무아문
76회,심화,35,2,3,헤이그 특사,유길준 조선 중립화론을 건의하다,X,거문도 사건
76회,심화,35,2,3,헤이그 특사,이상설 고종의 특사로 헤이그에 가다,O,헤이그 특사
76회,심화,36,1,1.5,1910년대 통치,암태도 소작 쟁의에 참여하는 농민,X,암태도 소작쟁의
76회,심화,36,1,1.5,1910년대 통치,제복을 입고 칼을 찬 채 수업하는 교사,O,1910년대 통치
76회,심화,36,1,1.5,1910년대 통치,잡지 어린이에 실을 원고를 작성하는 작가,X,1920년대 사회운동
76회,심화,36,1,1.5,1910년대 통치,토월회에서 연극 공연을 준비하고 있는 배우,X,1920년대 사회운동
76회,심화,36,1,1.5,1910년대 통치,경성 고무 여자 직공 조합의 파업을 취재하는 기자,X,1920년대 사회운동
76회,심화,37,3,4.5,민립 대학 설립 운동,국권 회복을 위해 해조신문이 창간되었다.,X,대한제국 시기
76회,심화,37,3,4.5,민립 대학 설립 운동,평양 숭의 여학교에서 송죽회가 결성되었다.,X,1910년대 통치
76회,심화,37,3,4.5,민립 대학 설립 운동,메가타의 주도로 화폐 정리 사업이 실시되었다.,X,화폐 정리 사업
76회,심화,37,3,4.5,민립 대학 설립 운동,회사 설립을 허가제로 하는 회사령이 공포되었다.,X,회사령
76회,심화,37,3,4.5,민립 대학 설립 운동,조선 민립 대학 기성회 창립을 위한 총회가 개최되었다.,O,민립 대학 설립 운동
76회,심화,38,2,3,의열단,신흥 강습소를 세워 독립군을 양성하였다.,X,신민회
76회,심화,38,2,3,의열단,구미 위원부를 설치하여 외교 활동을 전개하였다.,X,대한민국 임시정부
76회,심화,38,2,3,의열단,단원인 이봉창이 일왕 행렬에 폭탄을 투척하였다.,X,한인 애국단
76회,심화,38,2,3,의열단,조선 혁명 선언을 통해 이념과 활동 방침을 밝혔다.,O,의열단
76회,심화,38,2,3,의열단,조선 총독부에 국권 반환 요구서를 제출하고자 하였다.,X,독립의군부
76회,심화,39,2,3,물산 장려 운동,대한매일신보의 후원을 받아 확산되었다.,X,국채 보상 운동
76회,심화,39,2,3,물산 장려 운동,순종의 인산일을 기회로 삼아 추진하였다.,X,6·10 만세 운동
76회,심화,39,2,3,물산 장려 운동,자작회 토산 애용 부인회 등이 활동하였다.,O,물산 장려 운동
76회,심화,39,2,3,물산 장려 운동,신간회가 진상 조사단을 파견하여 지원하였다.,X,광주학생항일운동
76회,심화,39,2,3,물산 장려 운동,강주룡이 을밀대 지붕에서 고공 농성을 벌였다.,X,1920년대 사회운동
76회,심화,40,2,3,근우회,개벽 신여성 등의 잡지를 발행하였다.,X,1920년대 사회운동
76회,심화,40,2,3,근우회,여성 교육을 위해 이화 학당을 설립하였다.,X,이화학당
76회,심화,40,2,3,근우회,좌우를 아우르는 민족 협동 전선으로 결성되었다.,O,근우회
76회,심화,40,2,3,근우회,조선학 운동을 전개하여 여유당전서를 간행하였다.,X,진단학회
76회,심화,40,2,3,근우회,최초의 여성 권리 선언문인 여권통문을 발표하였다.,X,독립협회
76회,심화,41,2,3,대한민국 임시정부,한인 자치 기관인 경학사를 조직하였다.,O,신민회
76회,심화,41,2,3,대한민국 임시정부,자금 마련을 위해 독립 공채를 발행하였다.,X,대한민국 임시정부
76회,심화,41,2,3,대한민국 임시정부,삼균주의를 기초로 하는 건국 강령을 발표하였다.,X,대한민국 임시정부
76회,심화,41,2,3,대한민국 임시정부,육군 주만 참의부를 편성하여 무장 투쟁을 펼쳤다.,X,대한민국 임시정부
76회,심화,41,2,3,대한민국 임시정부,임시 사료 편찬회를 두어 한일 관계 사료집을 간행하였다.,X,대한민국 임시정부
76회,심화,42,1,1.5,민족말살통치기,미쓰야 협정이 체결되었다.,X,미쓰야 협정
76회,심화,42,1,1.5,민족말살통치기,치안 유지법이 제정되었다.,X,치안유지법
76회,심화,42,1,1.5,민족말살통치기,조선사 편수회가 조직되었다.,X,일제강점기 사회상
76회,심화,42,1,1.5,민족말살통치기,여자 정신 근로령이 공표되었다.,O,민족말살통치기
76회,심화,42,1,1.5,민족말살통치기,동양 척식 주식회사가 설립되었다.,X,대한제국 시기
76회,심화,43,2,3,일제강점기 사회상,몸뻬 전시 체제의 의생활,X,민족말살통치기
76회,심화,43,2,3,일제강점기 사회상,라디오 방송 연예 오락의 유행,X,일제강점기 사회상
76회,심화,43,2,3,일제강점기 사회상,경평 축구 대회 스포츠의 대중화,X,일제강점기 사회상
76회,심화,43,2,3,일제강점기 사회상,새마을 운동 농촌의 생활 환경 개선,O,새마을 운동
76회,심화,43,2,3,일제강점기 사회상,모던 걸 전통적 여성상을 탈피한 신여성의 등장,X,일제강점기 사회상
76회,심화,44,3,4.5,여운형,신한공사를 설립하였다.,X,신한 공사
76회,심화,44,3,4.5,여운형,좌우 합작 7원칙을 제시하였다.,X,여운형
76회,심화,44,3,4.5,여운형,한인 국방 경위대를 창설하였다.,X,대조선 국민 군단
76회,심화,44,3,4.5,여운형,남북 협상 공동 성명서를 발표하였다.,X,5·10 총선거
76회,심화,44,3,4.5,여운형,조선 인민 공화국 수립이 선포된 후 해산하였다.,O,여운형
76회,심화,45,1,1.5,제주 4·3 사건,향토 예비군 창설의 계기가 되었다.,X,박정희 정부
76회,심화,45,1,1.5,제주 4·3 사건,조봉암이 간첩 혐의를 받아 사형되었다.,X,이승만 정부
76회,심화,45,1,1.5,제주 4·3 사건,유엔군이 한반도에 파병되는 원인이 되었다.,X,6·25 전쟁
76회,심화,45,1,1.5,제주 4·3 사건,허정 과도 정부가 구성되는 결과를 가져왔다.,X,4·19 혁명
76회,심화,45,1,1.5,제주 4·3 사건,진상 규명과 희생자 명예 회복을 위한 특별법이 제정되었다.,O,제주 4·3 사건
76회,심화,46,3,4.5,김정희,(가) - 오페르트 도굴 미수 사건에 대해 찾아본다.,X,오페르트 사건
76회,심화,46,3,4.5,김정희,(나) - 한인 애국단의 활동을 조사한다.,X,한인 애국단
76회,심화,46,3,4.5,김정희,(다) - 고려 시대 건축물의 공포 양식을 알아본다.,X,고려
76회,심화,46,3,4.5,김정희,(라) - 백제 부흥 운동에 대해 파악한다.,X,삼국 통일 과정
76회,심화,46,3,4.5,김정희,(마) - 이황과 사단칠정 논쟁을 한 인물을 검색한다.,O,이황
76회,심화,48,2,3,박정희 정부,서울 지하철 1호선 개통식을 취재하는 기자,O,박정희 정부 경제
76회,심화,48,2,3,박정희 정부,반민족 행위 처벌법을 통과시키는 국회의원,X,이승만 정부
76회,심화,48,2,3,박정희 정부,한·중 자유 무역 협정(FTA)에 서명하는 장관,X,박근혜 정부
76회,심화,48,2,3,박정희 정부,금융실명제 실시로 신분증을 요구하는 은행 직원,X,김영삼 정부
76회,심화,48,2,3,박정희 정부,외환 위기 극복을 위한 금 모으기 운동에 동참하는 시민,X,김대중 정부 경제
76회,심화,49,2,3,노태우 정부 통일,남북 조절위원회가 구성되었다.,X,박정희 정부 통일
76회,심화,49,2,3,노태우 정부 통일,남북한이 유엔에 동시 가입하였다.,O,노태우 정부 통일
76회,심화,49,2,3,노태우 정부 통일,금강산 해로 관광 사업이 시작되었다.,X,김대중 정부 통일
76회,심화,49,2,3,노태우 정부 통일,개성에 남북 경제 협력 협의 사무소가 설치되었다.,X,노무현 정부
76회,심화,49,2,3,노태우 정부 통일,최초로 남북 이산가족 고향 방문단 교환이 이루어졌다.,X,전두환 정부 통일
76회,심화,50,3,4.5,광무개혁,(가) - 군대를 보내 신라에 침입한 왜를 격퇴하였다.,X,광개토대왕
76회,심화,50,3,4.5,광무개혁,(나) - 금관가야를 복속하여 영토를 확대하였다.,X,신라 법흥왕
76회,심화,50,3,4.5,광무개혁,(다) - 장문휴를 보내 당의 산둥반도를 공격하였다.,X,발해 무왕
76회,심화,50,3,4.5,광무개혁,(라) - 노비안검법을 시행하여 호족 세력을 견제하였다.,X,고려 광종
76회,심화,50,3,4.5,광무개혁,(마) - 전제 군주제를 명문화한 대한국 국제를 반포하였다.,O,광무개혁
75회,심화,1,1,1.5,청동기 시대,주먹도끼 등 뗀석기를 처음 제작하였다.,X,구석기 시대
75회,심화,1,1,1.5,청동기 시대,소를 이용한 깊이갈이가 널리 보급되었다.,X,신라 지증왕
75회,심화,1,1,1.5,청동기 시대,주로 강가의 동굴이나 막집에 거주하였다.,X,구석기 시대
75회,심화,1,1,1.5,청동기 시대,많은 인력을 동원하여 고인돌을 축조하였다.,O,청동기 시대
75회,심화,1,1,1.5,청동기 시대,가락바퀴를 이용하여 실을 뽑기 시작하였다.,X,신석기 시대
75회,심화,2,2,3,고조선,위만이 왕위를 찬탈하였다.,O,고조선
75회,심화,2,2,3,고조선,이사부가 우산국을 복속시켰다.,X,신라 지증왕
75회,심화,2,2,3,고조선,온조가 위례성에 도읍을 정하였다.,X,백제
75회,심화,2,2,3,고조선,관구검이 환도성을 침략하여 함락하였다.,X,고구려
75회,심화,2,2,3,고조선,미천왕이 서안평을 공격하여 영토를 넓혔다.,X,고구려 미천왕
75회,심화,4,2,3,가야,신라 진흥왕에 의해 복속되었다.,O,가야
75회,심화,4,2,3,가야,광평성 등의 정치 기구를 마련하였다.,X,궁예
75회,심화,4,2,3,가야,화백 회의를 통해 국정을 운영하였다.,X,신라
75회,심화,4,2,3,가야,대가들이 사자 조의 선인을 거느렸다.,X,고구려
75회,심화,4,2,3,가야,박 석 김의 3성이 교대로 왕위를 계승하였다.,X,신라
75회,심화,5,2,3,고구려,수도에 동시전이 설치되었다.,X,신라 지증왕
75회,심화,5,2,3,고구려,집집마다 부경이라는 창고가 있었다.,O,고구려
75회,심화,5,2,3,고구려,금속 화폐인 건원중보가 주조되었다.,X,고려 화폐
75회,심화,5,2,3,고구려,솔빈부의 말이 특산품으로 수출되었다.,X,발해
75회,심화,5,2,3,고구려,곡물을 대여하고 이자를 받은 내용을 좌관대식기에 남겼다.,X,백제
75회,심화,6,2,3,신라 하대,김흠돌의 난이 진압되었어요.,X,신라 신문왕
75회,심화,6,2,3,신라 하대,만적이 개경에서 봉기를 도모하였어요.,X,만적의 난
75회,심화,6,2,3,신라 하대,관료전이 지급되고 녹읍이 폐지되었어요.,X,신라 신문왕
75회,심화,6,2,3,신라 하대,김헌창이 웅천주에서 반란을 일으켰어요.,O,신라 하대
75회,심화,6,2,3,신라 하대,이차돈의 순교를 계기로 불교가 공인되었어요.,X,신라 법흥왕
75회,심화,7,3,4.5,고구려,을지문덕이 살수에서 대승을 거두었다.,X,살수대첩
75회,심화,7,3,4.5,고구려,고구려가 신라에 침입한 왜를 물리쳤다.,X,광개토대왕
75회,심화,7,3,4.5,고구려,김무력이 관산성에서 백제군을 격파하였다.,X,백제 성왕
75회,심화,7,3,4.5,고구려,연개소문이 정변을 일으켜 권력을 장악하였다.,O,고구려
75회,심화,7,3,4.5,고구려,백제가 평양성을 공격하여 고구려 왕이 전사하였다.,X,백제 근초고왕
75회,심화,8,2,3,발해,골품에 따라 관등 승진을 제한하였다.,X,신라
75회,심화,8,2,3,발해,주자감을 설치하여 인재를 양성하였다.,O,발해
75회,심화,8,2,3,발해,내신좌평 등 6좌평의 관제를 정비하였다.,X,백제
75회,심화,8,2,3,발해,국경 지역인 양계에 병마사를 파견하였다.,X,고려
75회,심화,8,2,3,발해,상수리 제도를 통해 지방 세력을 견제하였다.,X,통일신라
75회,심화,9,2,3,백제 사비기,정약전이 자산어보를 저술한 곳을 알아본다.,X,조선 후기 사회
75회,심화,9,2,3,백제 사비기,비담과 염종이 반란을 일으킨 곳을 찾아본다.,X,신라 선덕여왕
75회,심화,9,2,3,백제 사비기,성왕이 새로운 도읍지로 정한 곳을 검색한다.,O,백제 사비기
75회,심화,9,2,3,백제 사비기,윤충이 의자왕의 명을 받아 함락시킨 곳을 확인한다.,X,백제
75회,심화,9,2,3,백제 사비기,신립이 배수의 진을 치고 왜군과 맞선 곳을 답사한다.,X,임진왜란
75회,심화,10,3,4.5,후백제 견훤,신숭겸이 공산 전투에서 전사하였다.,O,고려 태조
75회,심화,10,3,4.5,후백제 견훤,안승이 보덕국의 왕으로 책봉되었다.,X,신라 문무왕
75회,심화,10,3,4.5,후백제 견훤,흑치상지가 임존성에서 군사를 일으켰다.,X,삼국 통일 과정
75회,심화,10,3,4.5,후백제 견훤,최치원이 왕에게 시무 10여 조를 건의하였다.,X,신라 하대
75회,심화,10,3,4.5,후백제 견훤,왕건이 일리천 전투에서 신검에게 승리하였다.,X,고려 태조
75회,심화,11,2,3,고려 성종,광덕 준풍 등의 독자적 연호를 사용하였다.,X,고려 광종
75회,심화,11,2,3,고려 성종,신돈을 중심으로 전민변정 사업을 추진하였다.,X,고려 공민왕
75회,심화,11,2,3,고려 성종,청연각과 보문각을 두어 학문 연구를 장려하였다.,X,고려 예종
75회,심화,11,2,3,고려 성종,정계와 계백료서를 지어 관리의 규범을 제시하였다.,X,고려 태조
75회,심화,11,2,3,고려 성종,최승로의 시무 28조를 받아들여 통치 체제를 정비하였다.,O,고려 성종
75회,심화,12,1,1.5,몽골 침입,윤관을 보내 동북 9성을 개척하였다.,X,여진 대응
75회,심화,12,1,1.5,몽골 침입,상비군으로 구성된 훈련도감을 설치하였다.,X,임진왜란
75회,심화,12,1,1.5,몽골 침입,박위로 하여금 쓰시마섬을 정벌하게 하였다.,X,화통도감
75회,심화,12,1,1.5,몽골 침입,서희를 파견하여 소손녕과 외교 담판을 벌였다.,X,거란 1차 침입
75회,심화,12,1,1.5,몽골 침입,대장도감을 설치하여 팔만대장경을 간행하였다.,O,몽골 침입
