회차,구분,문항,배점,가중치,질문 대상,디테일(역사적 사태),정답여부,실제 대상
75회,심화,13,2,3,최충,불씨잡변을 지어 불교를 비판하였습니다.,X,정도전
75회,심화,13,2,3,최충,만권당에서 원의 학자들과 교유하였습니다.,X,고려 충선왕
75회,심화,13,2,3,최충,지공거 출신으로 9재 학당을 설립하였습니다.,O,최충
75회,심화,13,2,3,최충,입학도설을 저술하여 성리학의 기본 원리를 해설하였습니다.,X,고려 우왕
75회,심화,13,2,3,최충,성균관의 대사성이 되어 정몽주 등을 학관으로 천거하였습니다.,X,고려 공민왕
75회,심화,15,2,3,위화도 회군,김사미가 운문을 거점으로 봉기하였어요.,X,김사미·효심의 난
75회,심화,15,2,3,위화도 회군,강감찬이 흥화진 전투에서 승리하였어요.,X,거란 2차 침입
75회,심화,15,2,3,위화도 회군,후주 출신 쌍기가 과거제 도입을 건의하였어요.,X,고려 광종
75회,심화,15,2,3,위화도 회군,최충헌이 교정도감을 두어 국정을 총괄하였어요.,X,최충헌
75회,심화,15,2,3,위화도 회군,이성계가 위화도에서 회군하여 정권을 장악하였어요.,O,위화도 회군
75회,심화,16,2,3,고려,청해진을 설치하여 해상 무역을 전개하였다.,X,통일신라
75회,심화,16,2,3,고려,재정 문제를 해결하기 위한 당백전이 발행되었다.,X,흥선대원군
75회,심화,16,2,3,고려,계해약조가 체결되어 세견선의 입항이 허가되었다.,X,조선 세종
75회,심화,16,2,3,고려,육의전을 제외한 시전 상인의 금난전권이 폐지되었다.,X,조선 정조
75회,심화,16,2,3,고려,예성강 하구의 벽란도가 국제 무역항으로 번성하였다.,O,고려
75회,심화,17,1,1.5,직지심체요절,의약학의 발전과 향약집성방의 편찬,X,조선 세종
75회,심화,17,1,1.5,직지심체요절,100리 척의 사용과 동국지도의 제작,X,정상기
75회,심화,17,1,1.5,직지심체요절,기하학적 원리와 경주 석굴암의 조성,X,통일신라
75회,심화,17,1,1.5,직지심체요절,금속활자 기술과 직지심체요절의 간행,O,직지심체요절
75회,심화,17,1,1.5,직지심체요절,농업 기술의 발달과 임원경제지의 저술,X,조선 후기 사회
75회,심화,19,2,3,조선 태종,제1차 왕자의 난이 일어난 이유를 찾아본다.,O,조선 태종
75회,심화,19,2,3,조선 태종,수양대군이 정권을 장악하는 과정을 조사한다.,X,조선 세조
75회,심화,19,2,3,조선 태종,사림이 동인과 서인으로 나뉘게 된 계기를 파악한다.,X,조선 선조
75회,심화,19,2,3,조선 태종,폐모살제 등을 구실로 반정을 일으킨 세력을 검색한다.,X,광해군
75회,심화,19,2,3,조선 태종,허적과 윤휴 등 남인이 대거 축출되는 사건을 알아본다.,X,조선 숙종
75회,심화,20,2,3,사헌부,수도의 행정과 치안을 담당하였다.,X,한성부
75회,심화,20,2,3,사헌부,을묘왜변을 계기로 상설 기구화되었다.,X,비변사
75회,심화,20,2,3,사헌부,서얼 출신 학자들이 검서관에 등용되었다.,X,규장각
75회,심화,20,2,3,사헌부,역사서를 편찬하고 사고에 보관하는 일을 맡았다.,X,춘추관
75회,심화,20,2,3,사헌부,대사헌을 수장으로 집의 장령 등의 관직을 두었다.,O,사헌부
75회,심화,21,2,3,4군 6진,사신 접대를 위해 한성에 동평관을 두었다.,X,조선 태종
75회,심화,21,2,3,4군 6진,두만강 일대를 개척하여 6진을 설치하였다.,O,4군 6진
75회,심화,21,2,3,4군 6진,강화도로 도읍을 옮겨 장기 항전을 준비하였다.,X,몽골 침입
75회,심화,21,2,3,4군 6진,철령위 설치에 반발하여 요동 정벌을 추진하였다.,X,위화도 회군
75회,심화,21,2,3,4군 6진,신기군 신보군 항마군 등으로 구성된 별무반을 조직하였다.,X,여진 대응
75회,심화,22,3,4.5,조선 명종,자의 대비의 복상 문제로 예송이 일어났다.,X,조선 효종
75회,심화,22,3,4.5,조선 명종,외척 간의 권력 다툼으로 윤임이 제거되었다.,O,조선 명종
75회,심화,22,3,4.5,조선 명종,세자 책봉 문제를 계기로 정철이 유배되었다.,X,조선 선조
75회,심화,22,3,4.5,조선 명종,희빈 장씨 소생의 원자 책봉 문제로 환국이 발생하였다.,X,조선 숙종
75회,심화,22,3,4.5,조선 명종,폐비 윤씨 사사 사건의 전말이 알려져 김굉필 등이 처형되었다.,X,연산군
75회,심화,23,2,3,병자호란,송상현이 동래성에서 항전하였다.,X,임진왜란
75회,심화,23,2,3,병자호란,김준룡이 광교산 전투에서 승리하였다.,O,병자호란
75회,심화,23,2,3,병자호란,이괄의 반란 세력이 도성을 장악하였다.,X,이괄의 난
75회,심화,23,2,3,병자호란,강홍립 부대가 사르후 전투에 참전하였다.,X,광해군
75회,심화,23,2,3,병자호란,신류가 조총 부대를 이끌고 흑룡강에서 전투를 벌였다.,X,조선 효종
75회,심화,24,2,3,조선 영조,경기도에 한하여 대동법을 시행하였다.,X,대동법
75회,심화,24,2,3,조선 영조,수도 방어를 위하여 금위영을 창설하였다.,X,조선 숙종
75회,심화,24,2,3,조선 영조,탕평 교서를 반포하고 탕평비를 건립하였다.,O,조선 영조
75회,심화,24,2,3,조선 영조,문신을 재교육하기 위한 초계문신제를 실시하였다.,X,조선 정조
75회,심화,24,2,3,조선 영조,통치 체제를 정비하기 위해 대전회통을 편찬하였다.,X,흥선대원군
75회,심화,25,1,1.5,조선 정조,세책가에서 춘향전을 빌리는 부녀자,O,조선 후기 사회
75회,심화,25,1,1.5,조선 정조,동국정운을 편찬하는 집현전의 학자,X,조선 세종
75회,심화,25,1,1.5,조선 정조,주자소에서 계미자를 제작하는 장인,X,조선 태종
75회,심화,25,1,1.5,조선 정조,형평사 창립 대회 개최를 취재하는 기자,X,형평 운동
75회,심화,25,1,1.5,조선 정조,시전의 상행위를 감독하는 경시서의 관리,X,한성부
75회,심화,26,2,3,조선 정조,염포의 왜관을 통해 일본과 교역하였다.,O,조선 세종
75회,심화,26,2,3,조선 정조,상평통보를 발행하여 화폐로 사용하였다.,X,조선 후기 경제
75회,심화,26,2,3,조선 정조,관청에 물품을 조달하는 공인이 활동하였다.,X,대동법
75회,심화,26,2,3,조선 정조,송상 만상이 대청 무역으로 부를 축적하였다.,X,조선 후기 경제
75회,심화,26,2,3,조선 정조,덕대가 물주에게 자금을 받아 광산을 경영하였다.,X,조선 후기 경제
75회,심화,27,2,3,조선 순조,오페르트가 남연군 묘 도굴을 시도하였다.,X,오페르트 사건
75회,심화,27,2,3,조선 순조,이만손이 주도하여 영남 만인소를 올렸다.,X,조선책략
75회,심화,27,2,3,조선 순조,이시애가 길주를 근거지로 난을 일으켰다.,X,조선 세조
75회,심화,27,2,3,조선 순조,홍경래 등이 봉기하여 정주성을 점령하였다.,O,홍경래의 난
75회,심화,27,2,3,조선 순조,곽재우 고경명 등이 의병장으로 활약하였다.,X,임진왜란
75회,심화,28,2,3,갑신정변,개혁 추진 기구로 교정청이 설치되었다.,X,갑오개혁
75회,심화,28,2,3,갑신정변,전개 과정에서 홍범 14조가 반포되었다.,X,갑오개혁
75회,심화,28,2,3,갑신정변,통리기무아문이 신설되는 배경이 되었다.,X,통리기무아문
75회,심화,28,2,3,갑신정변,김기수가 수신사로 파견되는 결과를 가져왔다.,X,강화도 조약
75회,심화,28,2,3,갑신정변,청일 간에 톈진 조약이 체결되는 계기가 되었다.,O,갑신정변
75회,심화,29,1,1.5,동학 농민 운동,포접제를 활용하여 교세를 확장하였다.,O,동학 농민 운동
75회,심화,29,1,1.5,동학 농민 운동,배재 학당을 세워 신학문 보급에 앞장섰다.,X,근대 교육 기관
75회,심화,29,1,1.5,동학 농민 운동,박중빈을 중심으로 새생활 운동을 추진하였다.,X,일제강점기 사회상
75회,심화,29,1,1.5,동학 농민 운동,일제의 통제에 맞서 사찰령 폐지 운동을 벌였다.,X,1920년대 사회운동
75회,심화,29,1,1.5,동학 농민 운동,의민단을 조직하여 항일 무장 투쟁을 전개하였다.,X,의열단
75회,심화,30,3,4.5,러일전쟁,고종이 아관 파천을 단행하였다.,X,광무개혁
75회,심화,30,3,4.5,러일전쟁,일본이 독도를 불법 편입하였다.,O,러일전쟁
75회,심화,30,3,4.5,러일전쟁,러시아가 절영도 조차를 요구하였다.,X,대한제국 시기
75회,심화,30,3,4.5,러일전쟁,조청 상민 수륙 무역 장정을 체결하였다.,X,조청상민수륙무역장정
75회,심화,30,3,4.5,러일전쟁,평양 관민이 대동강에 침입한 제너럴 셔먼호를 불태웠다.,X,흥선대원군
75회,심화,31,3,4.5,최익현,고종의 밀지를 받아 독립 의군부를 조직하였다.,X,독립의군부
75회,심화,31,3,4.5,최익현,도쿄에서 일왕이 탄 마차를 향해 폭탄을 던졌다.,X,한인 애국단
75회,심화,31,3,4.5,최익현,을사늑약이 체결되자 태인에서 의병을 일으켰다.,O,최익현
75회,심화,31,3,4.5,최익현,명동 성당 앞에서 이완용을 습격하여 중상을 입혔다.,X,정미의병
75회,심화,31,3,4.5,최익현,13도 창의군을 지휘하여 서울 진공 작전을 전개하였다.,X,정미의병
75회,심화,32,2,3,보안회,독립 협회 - 고종 강제 퇴위 반대 운동을 전개하였다.,X,대한자강회
75회,심화,32,2,3,보안회,보안회 - 일제의 황무지 개간권 요구를 저지시켰다.,O,보안회
75회,심화,32,2,3,보안회,헌정 연구회 - 일제가 조작한 105인 사건으로 와해되었다.,X,신민회
75회,심화,32,2,3,보안회,대한 자강회 - 대성 학교를 설립하여 민족 교육을 실시하였다.,X,신민회
75회,심화,32,2,3,보안회,신민회 - 조소앙의 삼균주의를 기초로 건국 강령을 발표하였다.,X,대한민국 임시정부
75회,심화,33,1,1.5,안중근,샌프란시스코에서 흥사단을 창립하였다.,X,흥사단
75회,심화,33,1,1.5,안중근,황준헌이 쓴 조선책략을 국내에 들여왔다.,X,조선책략
75회,심화,33,1,1.5,안중근,초대 통감이었던 이토 히로부미를 사살하였다.,O,안중근
75회,심화,33,1,1.5,안중근,유만수 등과 함께 부민관 폭파 의거를 일으켰다.,X,민족말살통치기
75회,심화,33,1,1.5,안중근,국권 피탈 과정을 정리한 한국통사를 저술하였다.,X,박은식
75회,심화,34,2,3,1910년대 통치,미쓰야 협정이 체결되었다.,X,미쓰야 협정
75회,심화,34,2,3,1910년대 통치,조선 사상범 예방 구금령이 제정되었다.,X,민족말살통치기
75회,심화,34,2,3,1910년대 통치,박문국이 설치되어 한성순보를 발행하였다.,X,박문국
75회,심화,34,2,3,1910년대 통치,황국 중앙 총상회가 상권 수호 운동을 주도하였다.,X,황국 중앙 총상회
75회,심화,34,2,3,1910년대 통치,회사 설립 시 총독의 허가를 받도록 하는 회사령이 시행되었다.,O,회사령
75회,심화,35,2,3,1920년대 사회운동,영선사 일행으로 청에 가는 생도,X,통리기무아문
75회,심화,35,2,3,1920년대 사회운동,경성 제국 대학에서 공부하는 학생,O,1920년대 사회운동
75회,심화,35,2,3,1920년대 사회운동,국채 보상 운동의 모금에 참여하는 상인,X,국채 보상 운동
75회,심화,35,2,3,1920년대 사회운동,육영 공원에서 영어를 가르치는 미국인 교사,X,육영공원
75회,심화,35,2,3,1920년대 사회운동,전차 개통식에 참여하는 한성 전기 회사 직원,X,한성 전기 회사
75회,심화,36,1,1.5,3·1 운동,간도 참변으로 민간인이 학살되었다.,X,청산리 전투
75회,심화,36,1,1.5,3·1 운동,민영익을 대표로 한 보빙사가 파견되었다.,X,조미수호통상조약
75회,심화,36,1,1.5,3·1 운동,대한 제국의 마지막 황제 순종이 서거하였다.,X,6·10 만세 운동
75회,심화,36,1,1.5,3·1 운동,언론사의 주도로 브나로드 운동이 전개되었다.,X,브나로드 운동
75회,심화,36,1,1.5,3·1 운동,미국 대통령 윌슨이 민족 자결주의를 제창하였다.,O,3·1 운동
75회,심화,37,2,3,대한광복회,군대식 조직을 갖춘 비밀 결사였다.,O,대한광복회
75회,심화,37,2,3,대한광복회,정우회 선언의 영향으로 결성되었다.,X,신간회
75회,심화,37,2,3,대한광복회,조선 혁명 선언을 활동 지침으로 삼았다.,X,의열단
75회,심화,37,2,3,대한광복회,중국군과 함께 영릉가 전투에서 큰 전과를 올렸다.,X,조선혁명군
75회,심화,37,2,3,대한광복회,만민 공동회를 열어 열강의 이권 침탈을 비판하였다.,X,독립협회
75회,심화,39,2,3,숭무 학교,한인 자치 기구인 경학사를 조직하였다.,X,신민회
75회,심화,39,2,3,숭무 학교,권업회를 조직하고 권업신문을 발간하였다.,X,대한 광복군 정부
75회,심화,39,2,3,숭무 학교,중광단을 결성하여 항일 투쟁을 전개하였다.,X,중광단
75회,심화,39,2,3,숭무 학교,숭무 학교를 설립하여 독립군을 양성하였다.,O,숭무 학교
75회,심화,39,2,3,숭무 학교,유학생들이 중심이 되어 2·8 독립 선언서를 발표하였다.,X,2·8 독립 선언
75회,심화,40,3,4.5,암태도 소작쟁의,양전 사업이 실시되어 지계가 발급되었어요.,X,광무개혁
75회,심화,40,3,4.5,암태도 소작쟁의,함경도와 황해도에서 방곡령이 선포되었어요.,X,강화도 조약
75회,심화,40,3,4.5,암태도 소작쟁의,전국 단위 조직인 조선 농민 총동맹이 결성되었어요.,O,1920년대 사회운동
75회,심화,40,3,4.5,암태도 소작쟁의,일본의 토지 침탈에 맞서 농광 회사가 설립되었어요.,X,농광 회사
75회,심화,40,3,4.5,암태도 소작쟁의,기한 내에 소유지를 신고하게 하는 토지 조사령을 제정하였어요.,X,토지조사사업
75회,심화,41,3,4.5,조선어학회,최초로 한글에 띄어쓰기를 도입하였다.,X,독립신문
75회,심화,41,3,4.5,조선어학회,국어 문법서인 대한문전을 편찬하였다.,X,대한제국 시기
75회,심화,41,3,4.5,조선어학회,태극 서관을 설립하여 서적을 보급하였다.,X,신민회
75회,심화,41,3,4.5,조선어학회,조선말(우리말) 큰 사전 편찬을 추진하였다.,O,조선어학회
75회,심화,41,3,4.5,조선어학회,국문 연구소를 두어 한글을 체계적으로 연구하였다.,X,국문연구소
75회,심화,42,1,1.5,일제강점기 사회상,나운규의 영화 아리랑이 상영되었습니다.,O,영화 아리랑
75회,심화,42,1,1.5,일제강점기 사회상,한글 신문인 제국신문이 간행되었습니다.,X,대한제국 시기
75회,심화,42,1,1.5,일제강점기 사회상,정비석의 소설 자유부인이 출판되었습니다.,X,1950년대 경제
75회,심화,42,1,1.5,일제강점기 사회상,잡지 사상계가 높은 판매 부수를 기록하였습니다.,X,1950년대 경제
75회,심화,42,1,1.5,일제강점기 사회상,아침 이슬 등의 곡이 금지곡으로 지정되었습니다.,X,박정희 정부
75회,심화,43,2,3,광복군 창설,청산리에서 일본군에 맞서 승리를 거두었다.,X,청산리 전투
75회,심화,43,2,3,광복군 창설,미국과 연계하여 국내 진공 작전을 준비하였다.,O,광복군 창설
75회,심화,43,2,3,광복군 창설,동북 항일 연군으로 개편되어 유격전을 전개하였다.,X,동북 항일 연군
75회,심화,43,2,3,광복군 창설,쌍성보 대전자령 전투 등에서 일본군에 승리하였다.,X,한국독립군
75회,심화,43,2,3,광복군 창설,중국 관내(關內)에서 결성된 최초의 한인 무장 부대였다.,X,조선의용대
75회,심화,44,1,1.5,민족말살통치기,언론을 통제하기 위하여 신문지법을 제정하였다.,X,대한제국 시기
75회,심화,44,1,1.5,민족말살통치기,애국반을 조직하여 한국인의 생활을 통제하였다.,O,민족말살통치기
75회,심화,44,1,1.5,민족말살통치기,경복궁에서 최초로 조선 물산 공진회를 개최하였다.,X,조선 물산 공진회
75회,심화,44,1,1.5,민족말살통치기,재정 고문 메가타의 주도 아래 화폐 정리 사업을 실시하였다.,X,화폐 정리 사업
75회,심화,44,1,1.5,민족말살통치기,보통학교의 수업 연한을 4년으로 규정한 제1차 조선 교육령을 시행하였다.,X,1910년대 통치
75회,심화,45,3,4.5,5·10 총선거,모스크바 3국 외상 회의가 개최되었다.,X,모스크바 3국 외상회의
75회,심화,45,3,4.5,5·10 총선거,송진우 김성수 등이 한국 민주당을 창당하였다.,X,5·10 총선거
75회,심화,45,3,4.5,5·10 총선거,좌우 합작 위원회에서 좌우 합작 7원칙을 발표하였다.,X,여운형
75회,심화,45,3,4.5,5·10 총선거,우리나라 최초의 보통 선거인 5·10 총선거가 실시되었다.,O,5·10 총선거
75회,심화,45,3,4.5,5·10 총선거,여운형이 중심이 되어 조선 건국 준비 위원회를 조직하였다.,X,여운형
75회,심화,46,2,3,이승만 정부,경부 고속 도로가 개통되었다.,X,박정희 정부 경제
75회,심화,46,2,3,이승만 정부,한미 상호 방위 조약이 체결되었다.,O,한미 상호 방위 조약
75회,심화,46,2,3,이승만 정부,함평 고구마 피해 보상 운동이 전개되었다.,X,박정희 정부
75회,심화,46,2,3,이승만 정부,대통령 긴급 명령으로 금융 실명제가 실시되었다.,X,김영삼 정부
75회,심화,46,2,3,이승만 정부,사회 정화를 명분으로 삼청 교육대가 설치되었다.,X,전두환 정부
75회,심화,47,2,3,박정희 정부,부천 경찰서 성 고문 사건이 발생하였다.,X,전두환 정부
75회,심화,47,2,3,박정희 정부,정부에 비판적인 경향신문이 폐간되었다.,X,이승만 정부
75회,심화,47,2,3,박정희 정부,최저 임금 결정을 위한 최저 임금 위원회가 설치되었다.,X,전두환 정부
75회,심화,47,2,3,박정희 정부,자치 단체장까지 선출하는 지방 자치제가 전면 시행되었다.,X,김영삼 정부
75회,심화,47,2,3,박정희 정부,긴급 조치 철폐 등을 요구하는 3·1 민주 구국 선언이 발표되었다.,O,박정희 정부
75회,심화,48,1,1.5,6월 민주항쟁,유신 체제 붕괴의 배경이 되었다.,X,부마민주항쟁
75회,심화,48,1,1.5,6월 민주항쟁,당시 대통령이 하야하는 결과를 가져왔다.,X,4·19 혁명
75회,심화,48,1,1.5,6월 민주항쟁,5년 단임의 대통령 직선제 개헌을 이끌어냈다.,O,6월 민주항쟁
75회,심화,48,1,1.5,6월 민주항쟁,시위 과정에서 시민군이 자발적으로 조직되었다.,X,5·18 광주민주화운동
75회,심화,48,1,1.5,6월 민주항쟁,굴욕적인 한일 국교 정상화에 반대하여 일어났다.,X,6·3 시위
75회,심화,49,3,4.5,김영삼 정부,칠레와의 자유 무역 협정(FTA)이 체결되었다.,X,노무현 정부
75회,심화,49,3,4.5,김영삼 정부,처음으로 연간 수출액 100억 달러가 달성되었다.,X,박정희 정부 경제
75회,심화,49,3,4.5,김영삼 정부,서울과 평양에서 7·4 남북 공동 성명이 발표되었다.,X,박정희 정부 통일
75회,심화,49,3,4.5,김영삼 정부,북방 외교를 추진하여 사회주의 국가인 소련과 수교하였다.,X,노태우 정부 통일
75회,심화,49,3,4.5,김영삼 정부,거창 사건 등 관련자의 명예 회복에 관한 특별 조치법이 제정되었다.,O,김영삼 정부
75회,심화,50,2,3,제주 4·3 사건,원종과 애노가 봉기한 곳을 검색한다.,X,신라 하대
75회,심화,50,2,3,제주 4·3 사건,외규장각 도서의 약탈 과정을 조사한다.,X,병인양요
75회,심화,50,2,3,제주 4·3 사건,강주룡이 고공 시위를 전개한 장소를 알아본다.,X,1920년대 사회운동
75회,심화,50,2,3,제주 4·3 사건,김만덕이 흉년에 굶주린 백성을 구제한 기록을 살펴본다.,O,조선 후기 사회
75회,심화,50,2,3,제주 4·3 사건,러시아의 남하를 견제한다는 구실로 영국군이 점령한 지역을 찾아본다.,X,거문도 사건
74회,심화,1,1,1.5,신석기 시대,목책과 환호 등 방어 시설을 갖추었다.,X,청동기 시대
74회,심화,1,1,1.5,신석기 시대,소를 이용한 깊이갈이가 일반화되었다.,X,신라 지증왕
74회,심화,1,1,1.5,신석기 시대,농경과 목축을 통해 식량을 생산하였다.,O,신석기 시대
74회,심화,1,1,1.5,신석기 시대,지배층의 무덤으로 고인돌을 축조하였다.,X,청동기 시대
74회,심화,1,1,1.5,신석기 시대,거푸집을 이용하여 세형 동검을 제작하였다.,X,철기 시대
74회,심화,2,2,3,고조선,여러 가(加)들이 사출도를 다스렸다.,X,삼한/부여
74회,심화,2,2,3,고조선,동맹이라는 제천 행사를 개최하였다.,X,고구려
74회,심화,2,2,3,고조선,민며느리제라는 혼인 풍습이 있었다.,X,옥저
74회,심화,2,2,3,고조선,읍락 간의 경계를 중시하는 책화가 있었다.,X,동예
74회,심화,2,2,3,고조선,왕 아래 상 대부 장군 등의 관직을 두었다.,O,고조선
74회,심화,3,2,3,고구려,녹과전을 지급받는 관리,X,고려 후기
74회,심화,3,2,3,고구려,경당에서 수련하는 청년,O,고구려
74회,심화,3,2,3,고구려,팔만대장경판을 만드는 장인,X,몽골 침입
74회,심화,3,2,3,고구려,지방의 22담로에 파견되는 왕족,X,백제 무령왕
74회,심화,3,2,3,고구려,황룡사 구층 목탑의 축조를 건의하는 승려,X,신라 선덕여왕
74회,심화,4,3,4.5,신라 진흥왕,백제가 국호를 남부여로 고쳤다.,X,백제 성왕
74회,심화,4,3,4.5,신라 진흥왕,진흥왕이 대가야를 공격하여 복속시켰다.,O,신라 진흥왕
74회,심화,4,3,4.5,신라 진흥왕,계백이 이끈 결사대가 황산벌에서 패배하였다.,X,황산벌 전투
74회,심화,4,3,4.5,신라 진흥왕,김춘추가 당으로 건너가 군사 동맹을 체결하였다.,X,삼국 통일 과정
74회,심화,4,3,4.5,신라 진흥왕,신라가 한강 하류를 차지하여 신주를 설치하였다.,X,신라 진흥왕
74회,심화,5,2,3,백제,일길찬 사찬 등의 관등이 있었다.,X,신라
74회,심화,5,2,3,백제,지방 장관으로 욕살 처려근지 등이 있었다.,X,고구려
74회,심화,5,2,3,백제,특산물로 단궁 과하마 반어피가 유명하였다.,X,동예
74회,심화,5,2,3,백제,사회 질서를 유지하기 위해 범금 8조를 두었다.,X,고조선
74회,심화,5,2,3,백제,왕족인 부여씨와 8성 귀족이 지배층을 이루었다.,O,백제
74회,심화,6,3,4.5,신라 문무왕,이사부를 보내 우산국을 복속하였다.,X,신라 지증왕
74회,심화,6,3,4.5,신라 문무왕,건원이라는 독자적 연호를 사용하였다.,X,신라 법흥왕
74회,심화,6,3,4.5,신라 문무왕,관료전을 지급하고 녹읍을 폐지하였다.,X,신라 신문왕
74회,심화,6,3,4.5,신라 문무왕,거칠부에게 명하여 국사를 편찬하였다.,X,신라 진흥왕
74회,심화,6,3,4.5,신라 문무왕,지방관을 감찰하고자 외사정을 파견하였다.,O,신라 문무왕
74회,심화,7,2,3,발해,왜에 칠지도를 만들어 보냈다.,X,백제 근초고왕
74회,심화,7,2,3,발해,9서당 10정의 군사 조직을 운영하였다.,X,통일신라
74회,심화,7,2,3,발해,광평성을 비롯한 각종 정치 기구를 마련하였다.,X,궁예
74회,심화,7,2,3,발해,제사장인 천군과 신성 지역인 소도가 존재하였다.,X,삼한/부여
74회,심화,7,2,3,발해,서적 관리 주요 문서 작성 등을 위해 문적원을 두었다.,O,발해
74회,심화,8,2,3,신라 하대,하늘에 제사 지내는 초제를 거행하였다.,X,고려
74회,심화,8,2,3,신라 하대,참선과 수행을 통한 깨달음을 강조하였다.,O,신라 하대
